Codice Conto,Descrizione conto,Data operazione,COD,Descrizione operazione,Numero documento,Data documento,Numero Fattura,Importo,Saldo,Contropartita,Costi Diretti,Costi Indiretti,Attività economiche,Attività non economiche,Codice progetto
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,30/11/2021,150,RETRIB.IOTA NOVEMBR, ,30/11/2021, ,2008.0,485357.09, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,30/11/2021,150,RETRIBUZ.RHO NOVEMB, ,30/11/2021, ,2122.0,487479.09, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,30/11/2021,150,RETRIBUB.ZETA NOVEM, ,30/11/2021, ,9260.0,496739.09, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIBUZ.C10 , ,31/12/2021, ,8788.0,505527.09, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIB.ALFA DICEMBR, ,31/12/2021, ,5745.0,511272.09, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIBUZ.BETA , ,31/12/2021, ,13867.0,525139.0900000001, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIBUZ.OMEGA DICE, ,31/12/2021, ,3582.0,528721.0900000001, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIB.ZETA DICEMBR, ,31/12/2021, ,9260.0,537981.0900000001, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIB.THETA DICEMB, ,31/12/2021, ,5069.0,543050.0900000001, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIBUZ.KAPPA DICE, ,31/12/2021, ,1290.0,544340.0900000001, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIB.IOTA DICEMBR, ,31/12/2021, ,2008.0,546348.0900000001, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIBUZ.RHO DICEMB, ,31/12/2021, ,2122.0,548470.0900000001, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,RETRIB.MARRONE STEF, ,31/12/2021, ,5900.0,554370.0900000001, diversi a diversi,,,,,
8.04.004,COMPENSI PER CONTRATTI A PROGETTO ,31/12/2021,150,CO.CO.CO.X ATHENA , ,31/12/2021, ,10225.0,564595.0900000001, diversi a diversi,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,12/01/2021,150,PRESTAZ.PERON , ,12/01/2021, ,2000.0,2000.0,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,01/04/2021,150,PRESTAZIONE VASSALL, ,01/04/2021, ,2500.0,4500.0,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,01/04/2021,150,PRESTAZIONE AURELIO, ,01/04/2021, ,2500.0,7000.0,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,22/06/2021,150,PRESTAZ.ORIGLIA , ,22/06/2021, ,3600.0,10600.0,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,12/07/2021,150,PRESTAZ.SANTORO , ,12/07/2021, ,5000.0,15600.0,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,27/07/2021,150,PRESTAZ.LAEZZA , ,27/07/2021, ,3000.0,18600.0,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,27/09/2021,150,PRESTAZ.INGENITO , ,27/09/2021, ,5000.0,23600.0,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,27/09/2021,150,PRESTAZ.ZINNO , ,27/09/2021, ,5000.0,28600.0,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,05/11/2021,150,PRESTAZ.DI SCALA , ,05/11/2021, ,1066.03,29666.03, diversi a diversi,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,03/12/2021,150,PRESTAZ.BETTI , ,03/12/2021, ,5000.0,34666.03,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,28/12/2021,150,PRESTAZ.CAPUTO , ,28/12/2021, ,3000.0,37666.03,505013 DEBITI X COMPENSI,,,,,
8.04.010,PRESTAZ.OCCASIONALI ,28/12/2021,150,"PRESTAZ,LA CIVITA ", ,28/12/2021, ,5000.0,42666.03,505013 DEBITI X COMPENSI,,,,,
8.04.023,COMPENSO COMPONENTI COLLEGIO SINDACALE ,30/06/2021,135,CONSULENZE CON R/AC,63,03/06/2021,177,3000.0,3000.0,SADCCF STUDIO ASS.DOTT.CO,,,,,
8.04.023,COMPENSO COMPONENTI COLLEGIO SINDACALE ,30/06/2021,135,CONSULENZE CON R/AC,63,03/06/2021,177,120.0,3120.0,SADCCF STUDIO ASS.DOTT.CO,,,,,
8.04.023,COMPENSO COMPONENTI COLLEGIO SINDACALE ,30/06/2021,150,COMPENSO COLL.SINDA, ,30/06/2021, ,3000.0,6120.0, diversi a diversi,,,,,
8.04.023,COMPENSO COMPONENTI COLLEGIO SINDACALE ,30/11/2021,135,CONSULENZE CON R/AC,140,23/11/2021,414,3000.0,9120.0,SADCCF STUDIO ASS.DOTT.CO,,,,,
8.04.023,COMPENSO COMPONENTI COLLEGIO SINDACALE ,30/11/2021,135,CONSULENZE CON R/AC,140,23/11/2021,414,120.0,9240.0,SADCCF STUDIO ASS.DOTT.CO,,,,,
8.04.024,COSTI PER FERIE E PERMESSI NON GODUTI ,31/12/2021,150,FERIE NON GODUTE 20, ,31/12/2021, ,21009.94,21009.94, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,COMPENSI ALFA GENNA, ,31/01/2021, ,608.08,608.08, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.OMEGA GENN, ,31/01/2021, ,2155.3,2763.38, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.KAPPA GENN, ,31/01/2021, ,207.04,2970.42, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.IOTA GENNA, ,31/01/2021, ,355.3,3325.72, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,"RETRIBUZ,THETA GENN", ,31/01/2021, ,1738.39,5064.110000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,"RETRIBUZ,THETA GENN", ,31/01/2021, ,257.64,5321.750000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.THETA GENN, ,31/01/2021, ,1938.34,7260.090000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.BETA GENNA, ,31/01/2021, ,1834.38,9094.470000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.BETA GENNA, ,31/01/2021, ,280.18,9374.650000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.BETA GENNA, ,31/01/2021, ,5766.24,15140.89, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.LAMBDA GEN, ,31/01/2021, ,5624.16,20765.05, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/01/2021,150,RETRIBUZ.LAMBDA GEN, ,31/01/2021, ,1231.21,21996.26, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,16/02/2021,150,ADDEB.RITEN.GENNAIO, ,16/02/2021, ,4021.76,26018.02, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,RETRIBUZ.ALFA FEBBR, ,28/02/2021, ,608.08,26626.10000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,"RETRIBUZ,OMEGA FEBB", ,28/02/2021, ,1503.38,28129.48000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,RETRIBUZ.ZETA , ,28/02/2021, ,167.49,28296.97000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,"RETRIBUZ,THETA FEBB", ,28/02/2021, ,681.63,28978.60000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,"RETRIBUZ,THETA FEBB", ,28/02/2021, ,1938.34,30916.94000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,RERIBUZ.LAMBDA FEBB, ,28/02/2021, ,2227.09,33144.03000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,RETRIBUZ.KAPPA FEBB, ,28/02/2021, ,501.42,33645.45000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,RETRIBUZIONI TAU FE, ,28/02/2021, ,727.5,34372.95000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,RETRIBUZ.IOTA FEBBR, ,28/02/2021, ,355.3,34728.25000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,"RETRIBUZ,BETA FEBBR", ,28/02/2021, ,719.38,35447.63000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,28/02/2021,150,"RETRIBUZ,BETA FEBBR", ,28/02/2021, ,3909.14,39356.77000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.ALFA MARZO, ,31/03/2021, ,207.04,39563.81000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.OMEGA MARZ, ,31/03/2021, ,1503.38,41067.19000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.ZETA MARZO, ,31/03/2021, ,706.69,41773.88000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.THETA MARZ, ,31/03/2021, ,1198.03,42971.91000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.THETA MARZ, ,31/03/2021, ,1010.18,43982.09000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.LAMBDA MAR, ,31/03/2021, ,3896.53,47878.62000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,"RETRIBUZ,KAPPA MARZ", ,31/03/2021, ,502.06,48380.68000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.TAU MARZO , ,31/03/2021, ,727.5,49108.18000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.IOTA MARZO, ,31/03/2021, ,355.3,49463.48000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.BETA MARZO, ,31/03/2021, ,1264.32,50727.80000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/03/2021,150,RETRIBUZ.BETA MARZO, ,31/03/2021, ,3847.54,54575.34000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.ALFA APRIL, ,30/04/2021, ,207.04,54782.38000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.BETA APRIL, ,30/04/2021, ,1312.96,56095.34000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.BETA APRIL, ,30/04/2021, ,3444.46,59539.80000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,"RETRIBUZ,OMEGA APRI", ,30/04/2021, ,1503.38,61043.18000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZIONI ZETA A, ,30/04/2021, ,1207.17,62250.35000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.THETA APRI, ,30/04/2021, ,1243.98,63494.33000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.THETA APRI, ,30/04/2021, ,1010.18,64504.51000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.LAMBDA APR, ,30/04/2021, ,4003.4,68507.91, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.KAPPA AGOS, ,30/04/2021, ,502.06,69009.97, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.TAU APRILE, ,30/04/2021, ,1097.64,70107.61, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/04/2021,150,RETRIBUZ.IOTA APRIL, ,30/04/2021, ,782.94,70890.55, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.ALFA MAGGI, ,31/05/2021, ,113.92,71004.47, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.OMEGA MAGG, ,31/05/2021, ,817.41,71821.88, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.ZETA MAGGI, ,31/05/2021, ,1334.86,73156.74, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,"RETRIBUZ,LAMBDA MAG", ,31/05/2021, ,3896.53,77053.27, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.KAPPA MAGG, ,31/05/2021, ,408.3,77461.57, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.TAU MAGGIO, ,31/05/2021, ,1097.64,78559.21, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.IOTA MAGGI, ,31/05/2021, ,782.94,79342.15000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.ETA MAGGIO, ,31/05/2021, ,511.15,79853.3, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.THETA MAGG, ,31/05/2021, ,1231.19,81084.49, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.THETA MAGG, ,31/05/2021, ,666.34,81750.83, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.BETA MAGGI, ,31/05/2021, ,1487.98,83238.81, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/05/2021,150,RETRIBUZ.BETA MAGGI, ,31/05/2021, ,3444.46,86683.27, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBUZ.ALFA GIUGN, ,30/06/2021, ,817.41,87500.68000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBU.BETA GIUGNO, ,30/06/2021, ,727.57,88228.25000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBU.BETA GIUGNO, ,30/06/2021, ,3477.77,91706.02000000002, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBUZ.OMEGA GIUG, ,30/06/2021, ,1306.45,93012.47000000002, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBUZ.ZETA GIUGN, ,30/06/2021, ,1336.79,94349.26000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,"RETRIBUZ,LAMBDA GIU", ,30/06/2021, ,3896.53,98245.79000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBUZ.KAPPA GIUG, ,30/06/2021, ,294.38,98540.17000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBUZ.TAU GIUGNO, ,30/06/2021, ,1097.64,99637.81000000001, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,"RETRIBUZ,IOTA GIUGN", ,30/06/2021, ,782.94,100420.75, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBUZ.ETA GIUGNO, ,30/06/2021, ,511.15,100931.9, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBUZIONI THETA , ,30/06/2021, ,1298.58,102230.48, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,RETRIBUZIONI THETA , ,30/06/2021, ,1010.18,103240.66, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/06/2021,150,COMPENSO COLL.SINDA, ,30/06/2021, ,480.0,103720.66, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,"RETRIBUZ,ALFA LUGLI", ,31/07/2021, ,1311.0,105031.66, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIBUZ.OMEGA LUGL, ,31/07/2021, ,1306.45,106338.11, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,"RETRIBUZ,LAMBDA LUG", ,31/07/2021, ,3810.07,110148.18, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIBUZ.KAPPA LUGL, ,31/07/2021, ,294.38,110442.56, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIBUZ.TAU LUGLIO, ,31/07/2021, ,328.6,110771.16, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIBUZ.IOTA LUGLI, ,31/07/2021, ,355.3,111126.46, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIB.ETA LUGLIO , ,31/07/2021, ,516.69,111643.15, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIBUZ.RHO LUGLIO, ,31/07/2021, ,339.52,111982.67, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIBUZ.BETA LUGLI, ,31/07/2021, ,733.68,112716.35, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIBUZ.BETA LUGLI, ,31/07/2021, ,4279.89,116996.24, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,"RETRIBUZ,ZETA LUGLI", ,31/07/2021, ,1336.79,118333.03, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIBUZ.THETA LUGL, ,31/07/2021, ,971.72,119304.75, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,150,RETRIB.THETA LUGLIO, ,31/07/2021, ,1477.7,120782.45, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/07/2021,160,COMPENSO MARRONE CO, ,31/07/2021, ,-829.09,119953.36,505004 DEBITI V/COLLABORA,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZIONI ALFA A, ,31/08/2021, ,1311.0,121264.36, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.BETA AGOST, ,31/08/2021, ,789.93,122054.29, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.BETA AGOST,8,31/08/2021, ,4711.13,126765.42, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.OMEGA AGOS, ,31/08/2021, ,1306.45,128071.87, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.ZETA AGOST, ,31/08/2021, ,1336.79,129408.66, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.THETA AGOS, ,31/08/2021, ,450.91,129859.57, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.THETA AGOS, ,31/08/2021, ,666.34,130525.91, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.LAMBDA AGO, ,31/08/2021, ,4109.48,134635.39, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.KAPPA AGOS, ,31/08/2021, ,294.38,134929.77, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.IOTA AGOST, ,31/08/2021, ,685.38,135615.15, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.ETA AGOSTO, ,31/08/2021, ,556.6,136171.75, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,31/08/2021,150,RETRIBUZ.RHO AGOSTO, ,31/08/2021, ,339.52,136511.27, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.ALFA SETTE, ,30/09/2021, ,1311.0,137822.27, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.OMEGA SETT, ,30/09/2021, ,1306.45,139128.72, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.ZETA SETTE, ,30/09/2021, ,1336.79,140465.51, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.THETA SETT, ,30/09/2021, ,418.58,140884.09, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.THETA SETT, ,30/09/2021, ,666.34,141550.43, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.LAMBDA SET, ,30/09/2021, ,4027.5,145577.93, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.KAPPA SETT, ,30/09/2021, ,294.38,145872.31, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.IOTA SETTE, ,30/09/2021, ,330.08,146202.39, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIB.ETA SETTEMBR, ,30/09/2021, ,516.69,146719.08, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.RHO SETTEM, ,30/09/2021, ,339.52,147058.6, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,"RETRIBUZ,BETA SETTE", ,30/09/2021, ,1283.87,148342.47, diversi a diversi,,,,,
8.06.004,CONTRIBUTI PREVIDENZIALI E ASSISTENZIALI ,30/09/2021,150,RETRIBUZ.BETA SETTE, ,30/09/2021, ,3507.43,151849.9, diversi a diversi,,,,,
